اسم الملف,الأحاديث المعالجة,توكنز المدخلات,توكنز المخرجات,وقت المعالجة (ثانية),التوكنز في الثانية,متوسط الوقت لكل حديث (ثانية)
5066.json,0,2783,0,0.31,8875.29,0.0
5068.json,0,2021,0,0.31,6522.26,0.0
5070.json,0,1539,0,0.27,5681.88,0.0
5072.json,0,2377,0,0.29,8319.57,0.0
5074.json,0,1302,0,0.27,4847.69,0.0
5078.json,0,1711,0,0.28,6143.27,0.0
5079.json,0,3064,0,0.3,10091.96,0.0
5080.json,0,2913,0,0.73,3971.43,0.0
5083.json,0,2176,0,0.29,7581.0,0.0
5084.json,0,2817,0,0.31,9083.76,0.0
5085.json,0,3074,0,0.27,11594.64,0.0
5086.json,0,2837,0,0.31,9071.47,0.0
5087.json,0,2711,0,0.28,9625.83,0.0
5092.json,0,2718,0,0.3,9101.7,0.0
5093.json,0,2618,0,0.34,7689.45,0.0
5095.json,0,2623,0,0.3,8643.28,0.0
5097.json,0,2750,0,0.26,10599.15,0.0
5098.json,0,2370,0,0.31,7566.81,0.0
5104.json,0,1619,0,0.29,5542.0,0.0
5106.json,0,2630,0,0.31,8482.84,0.0
5107.json,0,2709,0,0.32,8526.15,0.0
5108.json,0,1719,0,0.27,6254.26,0.0
5109.json,0,1704,0,0.28,6068.26,0.0
5113.json,0,1946,0,0.32,6168.55,0.0
5115.json,0,1462,0,0.28,5267.94,0.0
5121.json,0,2434,0,0.28,8543.14,0.0
5122.json,0,2637,0,0.32,8138.84,0.0
5125.json,0,1716,0,0.29,5962.39,0.0
5126.json,0,2683,0,0.28,9460.35,0.0
5129.json,0,2296,0,0.29,8019.86,0.0
5131.json,0,2411,0,0.29,8458.17,0.0
5132.json,0,2272,0,0.29,7966.96,0.0
5135.json,0,2297,0,0.29,7851.78,0.0
5137.json,0,1537,0,0.28,5529.87,0.0
5140.json,0,2784,0,0.31,9048.98,0.0
5141.json,0,2203,0,0.28,7776.56,0.0
5145.json,0,2304,0,0.31,7463.76,0.0
5147.json,0,1770,0,0.27,6471.68,0.0
5148.json,0,2241,0,0.28,8034.74,0.0
5149.json,0,2404,0,0.29,8355.03,0.0
5150.json,0,2054,0,0.29,7159.44,0.0
5153.json,0,2255,0,0.3,7491.34,0.0
5154.json,0,2741,0,0.31,8718.76,0.0
5155.json,0,2192,0,0.29,7661.8,0.0
5159.json,0,3076,0,0.24,12763.05,0.0
5161.json,0,1576,0,0.28,5604.33,0.0
5164.json,0,2726,0,0.3,9054.98,0.0
5166.json,0,3212,0,0.3,10552.89,0.0
5167.json,0,2380,0,0.31,7775.2,0.0
5169.json,0,2858,0,0.32,8827.0,0.0
5170.json,0,2651,0,0.3,8755.89,0.0
5171.json,0,1712,0,0.28,6121.77,0.0
5174.json,0,1580,0,0.27,5905.31,0.0
5175.json,0,1000,0,0.29,3449.3,0.0
5176.json,0,1311,0,0.27,4876.13,0.0
5180.json,0,1474,0,0.28,5324.52,0.0
5181.json,0,1985,0,0.28,7105.13,0.0
5183.json,0,1306,0,0.28,4730.94,0.0
5188.json,0,2020,0,0.28,7125.2,0.0
5190.json,0,1407,0,0.28,5080.98,0.0
5191.json,0,10082,0,0.62,16287.24,0.0
5192.json,0,1805,0,0.29,6152.39,0.0
5193.json,0,1375,0,0.29,4739.98,0.0
5194.json,0,1367,0,0.27,5152.81,0.0
5197.json,0,3537,0,0.32,11110.44,0.0
5198.json,0,1817,0,0.28,6537.57,0.0
5199.json,0,2570,0,0.31,8305.88,0.0
5200.json,0,1994,0,0.32,6289.65,0.0
5201.json,0,2045,0,0.28,7184.25,0.0
5202.json,0,2079,0,0.29,7132.05,0.0
5203.json,0,2222,0,0.28,7854.53,0.0
5208.json,0,1268,0,0.43,2931.1,0.0
5209.json,0,1280,0,0.26,4917.08,0.0
5210.json,0,1914,0,0.28,6826.23,0.0
5212.json,0,1688,0,0.29,5917.64,0.0
5214.json,0,1865,0,0.31,6099.89,0.0
5216.json,0,2335,0,0.3,7722.97,0.0
5217.json,0,2213,0,0.25,8762.25,0.0
5218.json,0,7320,0,0.91,8026.42,0.0
5220.json,0,1389,0,0.24,5721.01,0.0
5221.json,0,2808,0,0.31,9033.51,0.0
5222.json,0,1345,0,0.28,4760.38,0.0
5226.json,0,1788,0,0.32,5593.74,0.0
5227.json,0,1773,0,0.29,6165.46,0.0
5229.json,0,1698,0,0.28,6036.4,0.0
5230.json,0,2642,0,0.71,3706.39,0.0
5233.json,0,1747,0,0.27,6433.86,0.0
5234.json,0,1464,0,0.69,2106.83,0.0
5236.json,0,1408,0,0.22,6444.6,0.0
5237.json,0,2367,0,0.31,7531.83,0.0
5238.json,0,1581,0,0.27,5800.91,0.0
5241.json,0,1951,0,0.29,6634.17,0.0
5242.json,0,1846,0,0.69,2693.21,0.0
5243.json,0,1347,0,0.28,4732.67,0.0
5244.json,0,1333,0,0.27,4910.95,0.0
5245.json,0,3070,0,0.33,9271.43,0.0
5246.json,0,2902,0,0.31,9336.36,0.0
5247.json,0,3128,0,0.28,11171.91,0.0
5249.json,0,1052,0,0.24,4299.44,0.0
5250.json,0,2587,0,0.29,8888.17,0.0
5251.json,0,2029,0,0.29,7040.36,0.0
5252.json,0,1982,0,0.28,7017.9,0.0
5254.json,0,2338,0,0.29,8147.46,0.0
5256.json,0,2614,0,0.32,8218.47,0.0
5258.json,0,1986,0,0.28,7097.46,0.0
5259.json,0,3553,0,0.53,6689.91,0.0
5260.json,0,2362,0,0.29,8128.08,0.0
5261.json,0,2248,0,0.5,4509.29,0.0
5263.json,0,1687,0,0.28,6098.3,0.0
5264.json,0,2707,0,0.3,8998.87,0.0
5265.json,0,2453,0,0.31,8001.79,0.0
5267.json,0,2903,0,0.33,8922.37,0.0
5268.json,0,2940,0,0.3,9921.26,0.0
5270.json,0,2130,0,0.28,7515.43,0.0
5274.json,0,1813,0,0.31,5928.68,0.0
5275.json,0,1839,0,0.27,6799.42,0.0
5276.json,0,1858,0,0.3,6233.73,0.0
5278.json,0,2486,0,0.31,7931.52,0.0
5279.json,0,2786,0,0.3,9173.51,0.0
5280.json,0,1556,0,0.27,5721.88,0.0
5281.json,0,1589,0,0.25,6338.34,0.0
5282.json,0,1611,0,0.27,6036.55,0.0
5284.json,0,1909,0,0.28,6833.58,0.0
5288.json,0,3324,0,0.3,11017.55,0.0
5289.json,0,2052,0,0.28,7232.1,0.0
5292.json,0,2905,0,0.29,10014.07,0.0
5294.json,0,1522,0,0.28,5348.13,0.0
5296.json,0,1540,0,0.29,5358.89,0.0
5297.json,1,2149,706,51.12,55.85,51.12
5298.json,1,2027,602,46.71,56.29,46.71
5299.json,1,1981,695,49.8,53.74,49.8
5300.json,1,3340,727,70.78,57.46,70.78
5301.json,1,1406,514,26.23,73.19,26.23
5302.json,1,2060,806,64.16,44.67,64.16
5303.json,1,2045,859,64.91,44.74,64.91
5304.json,1,1659,651,88.02,26.24,88.02
5305.json,1,2127,660,50.45,55.24,50.45
5306.json,1,2528,790,45.19,73.42,45.19
5307.json,1,2730,702,45.19,75.94,45.19
5308.json,1,3566,947,58.34,77.36,58.34
5309.json,1,3483,801,50.1,85.5,50.1
5310.json,1,3055,693,54.11,69.26,54.11
5311.json,1,2941,810,51.27,73.17,51.27
5313.json,1,2519,659,51.64,61.54,51.64
5314.json,1,1495,672,50.33,43.05,50.33
5315.json,1,1519,691,48.65,45.43,48.65
5316.json,1,3071,818,58.17,66.86,58.17
5317.json,1,2282,756,46.04,65.98,46.04
5318.json,1,2890,833,54.93,67.77,54.93
5319.json,1,2792,845,66.09,55.03,66.09
5320.json,1,2793,693,59.03,59.05,59.03
5323.json,1,1676,538,54.72,40.46,54.72
5329.json,1,3032,744,43.45,86.91,43.45
5330.json,1,1737,719,53.61,45.81,53.61
5331.json,1,1954,680,87.28,30.18,87.28
5332.json,1,2987,779,50.04,75.25,50.04
5333.json,1,1922,683,54.82,47.52,54.82
5334.json,1,1158,547,38.16,44.68,38.16
5335.json,1,1092,586,50.23,33.41,50.23
5336.json,1,2726,741,46.73,74.2,46.73
5337.json,1,2750,761,51.42,68.28,51.42
5340.json,1,1664,939,46.44,56.06,46.44
5342.json,1,1842,909,56.39,48.79,56.39
5344.json,1,3405,975,61.54,71.17,61.54
5346.json,1,1892,847,72.96,37.54,72.96
5347.json,1,2304,737,53.69,56.64,53.69
5351.json,1,1443,547,40.53,49.09,40.53
5352.json,1,1919,798,66.2,41.04,66.2
5354.json,1,2655,835,51.41,67.89,51.41
5356.json,1,1330,668,50.04,39.93,50.04
5358.json,1,2716,723,53.26,64.57,53.26
5359.json,1,1483,638,22.52,94.2,22.52
5361.json,1,2041,788,68.09,41.55,68.09
5362.json,1,1925,829,61.11,45.07,61.11
5363.json,1,1586,788,51.98,45.67,51.98
5364.json,1,1499,666,34.33,63.07,34.33
5367.json,1,3002,807,54.07,70.44,54.07
5368.json,1,2293,926,72.29,44.53,72.29
5369.json,1,1472,607,41.63,49.94,41.63
5370.json,1,1471,663,45.16,47.26,45.16
5371.json,1,1669,812,50.83,48.81,50.83
5372.json,1,2740,728,42.98,80.68,42.98
5374.json,1,1731,831,53.09,48.26,53.09
5379.json,1,1666,697,37.74,62.61,37.74
5380.json,1,1577,744,56.82,40.85,56.82
5381.json,1,3485,678,40.62,102.5,40.62
5385.json,1,1379,674,38.09,53.9,38.09
5387.json,1,2932,724,47.09,77.64,47.09
5389.json,1,2270,678,43.2,68.24,43.2
5390.json,1,1656,667,37.6,61.79,37.6
5392.json,1,1406,658,37.02,55.76,37.02
5394.json,1,1604,772,45.48,52.24,45.48
5395.json,1,1630,759,45.08,53.0,45.08
5396.json,1,1571,556,36.77,57.84,36.77
5397.json,1,1644,499,29.43,72.82,29.43
5399.json,1,1504,587,27.08,77.22,27.08
5400.json,1,2263,622,38.82,74.31,38.82
5401.json,1,4011,739,54.29,87.49,54.29
5402.json,1,2184,637,36.58,77.11,36.58
5403.json,1,1643,767,40.7,59.21,40.7
5404.json,1,1317,529,32.08,57.54,32.08
5405.json,1,1319,548,40.68,45.89,40.68
5406.json,1,849,347,20.98,57.0,20.98
5407.json,1,1284,671,44.23,44.2,44.23
5408.json,1,1363,547,43.71,43.7,43.71
5410.json,1,1893,641,35.07,72.25,35.07
5412.json,1,1047,518,37.05,42.24,37.05
5415.json,1,1379,584,34.19,57.41,34.19
5416.json,1,1750,757,49.28,50.87,49.28
5418.json,1,2227,680,31.26,92.99,31.26
5419.json,1,2165,763,53.43,54.8,53.43
5420.json,1,1694,686,39.85,59.73,39.85
5421.json,1,1421,589,42.76,47.0,42.76
5422.json,0,1354,0,0.29,4659.75,0.0
5425.json,0,4775,0,0.41,11678.22,0.0
5427.json,0,2379,0,0.27,8654.46,0.0
5428.json,0,2165,0,0.28,7671.23,0.0
5429.json,0,1738,0,0.28,6231.82,0.0
5431.json,1,2280,702,55.36,53.87,55.36
5432.json,0,2268,0,0.29,7909.09,0.0
5433.json,0,1636,0,0.28,5940.82,0.0
5434.json,0,2348,0,0.29,8205.08,0.0
5435.json,0,1778,0,0.27,6528.16,0.0
5436.json,1,1696,679,48.74,48.73,48.74
5437.json,1,1601,679,31.28,72.9,31.28
5438.json,0,1798,0,0.5,3602.82,0.0
5442.json,0,1415,0,0.28,5073.96,0.0
5444.json,0,2282,0,0.32,7048.31,0.0
5446.json,0,1507,0,0.28,5381.99,0.0
5447.json,0,1255,0,0.47,2666.38,0.0
5448.json,0,2109,0,0.31,6776.9,0.0
5449.json,1,1258,748,60.94,32.92,60.94
5450.json,0,2815,0,0.35,8067.56,0.0
5451.json,0,1974,0,0.29,6855.95,0.0
5452.json,0,1645,0,0.29,5648.41,0.0
5454.json,0,1811,0,0.29,6294.28,0.0
5458.json,0,949,0,0.27,3516.25,0.0
5461.json,0,2296,0,0.29,8011.32,0.0
5463.json,0,1493,0,0.28,5333.5,0.0
5465.json,0,1527,0,0.28,5373.46,0.0
5466.json,0,2963,0,0.31,9554.64,0.0
5468.json,0,1346,0,0.28,4855.88,0.0
5469.json,0,2089,0,0.3,6954.2,0.0
5470.json,0,2787,0,0.29,9456.86,0.0
5474.json,0,2015,0,0.29,6947.05,0.0
5475.json,0,1994,0,0.34,5806.63,0.0
5477.json,0,1897,0,0.29,6437.78,0.0
5480.json,0,1293,0,0.28,4626.49,0.0
5481.json,0,1304,0,0.27,4811.72,0.0
5482.json,0,1292,0,0.29,4512.41,0.0
5483.json,0,1956,0,0.29,6833.32,0.0
5484.json,0,2084,0,0.29,7086.37,0.0
5486.json,0,1962,0,0.28,6970.89,0.0
5487.json,0,1957,0,0.51,3803.92,0.0
5488.json,0,2062,0,0.73,2840.72,0.0
5489.json,0,1854,0,0.29,6497.81,0.0
5490.json,0,1187,0,0.3,3959.81,0.0
5492.json,0,1276,0,0.27,4716.74,0.0
5493.json,0,2419,0,0.3,8087.72,0.0
5494.json,0,2561,0,0.31,8263.54,0.0
5495.json,0,1265,0,0.28,4532.01,0.0
5496.json,0,2038,0,0.33,6184.28,0.0
5497.json,0,3739,0,0.32,11566.13,0.0
5499.json,0,1951,0,0.71,2766.48,0.0
5501.json,0,1424,0,0.28,5023.5,0.0
5502.json,0,1349,0,0.27,5046.49,0.0
5503.json,0,1070,0,0.29,3706.17,0.0
5504.json,0,1379,0,0.26,5223.51,0.0
5505.json,0,1334,0,0.27,4985.62,0.0
5506.json,0,943,0,0.3,3142.93,0.0
5507.json,0,1342,0,0.27,5053.19,0.0
5508.json,0,1644,0,0.27,6078.96,0.0
5509.json,0,1164,0,0.27,4390.97,0.0
5511.json,0,1240,0,0.27,4586.91,0.0
5512.json,0,1228,0,0.47,2613.85,0.0
5513.json,0,1248,0,0.27,4551.66,0.0
5517.json,0,2788,0,0.3,9427.43,0.0
5518.json,0,3440,0,0.29,11682.33,0.0
5519.json,0,1229,0,0.28,4392.34,0.0
5520.json,0,1154,0,0.27,4343.35,0.0
5521.json,0,1969,0,0.3,6511.17,0.0
5522.json,0,1961,0,0.28,6938.39,0.0
5523.json,0,3619,0,0.37,9670.85,0.0
5524.json,0,1154,0,0.26,4374.89,0.0
5525.json,1,1678,612,29.24,78.31,29.24
5527.json,0,1757,0,0.29,6049.58,0.0
5528.json,0,2110,0,0.3,7063.12,0.0
5531.json,0,1581,0,0.27,5805.63,0.0
5532.json,0,1550,0,0.27,5731.67,0.0
5534.json,0,1812,0,0.4,4512.08,0.0
5535.json,0,1851,0,0.27,6756.49,0.0
5536.json,0,2111,0,0.31,6841.25,0.0
5537.json,0,2356,0,0.29,8161.58,0.0
5538.json,0,1274,0,0.29,4463.79,0.0
5540.json,0,1121,0,0.68,1642.62,0.0
5542.json,0,1668,0,0.28,5939.15,0.0
5543.json,0,1267,0,0.27,4686.83,0.0
5544.json,0,1162,0,0.27,4252.08,0.0
5545.json,1,2113,732,39.71,71.65,39.71
5546.json,0,2093,0,0.29,7202.3,0.0
5547.json,0,1427,0,0.3,4775.68,0.0
5548.json,0,3382,0,0.29,11800.76,0.0
5549.json,0,2261,0,0.29,7667.22,0.0
5550.json,0,3972,0,0.32,12536.06,0.0
5551.json,0,1232,0,0.26,4662.23,0.0
5552.json,0,1529,0,0.3,5155.98,0.0
5553.json,0,2002,0,0.32,6218.35,0.0
5554.json,0,2017,0,0.28,7245.54,0.0
5555.json,0,1436,0,0.27,5363.82,0.0
5556.json,0,2242,0,0.28,7927.3,0.0
5557.json,0,2192,0,0.23,9615.75,0.0
5559.json,0,3322,0,0.31,10815.47,0.0
5560.json,0,2097,0,0.88,2391.77,0.0
5561.json,0,2225,0,0.29,7734.32,0.0
5562.json,0,2106,0,0.28,7471.85,0.0
5563.json,0,2071,0,0.28,7430.4,0.0
5564.json,0,1413,0,0.28,5060.6,0.0
5565.json,0,1415,0,0.27,5337.74,0.0
5568.json,0,1771,0,0.28,6381.92,0.0
5577.json,0,2018,0,0.27,7427.2,0.0
5578.json,0,2151,0,0.31,6991.41,0.0
5580.json,0,1469,0,0.27,5451.56,0.0
5581.json,0,1971,0,0.29,6829.23,0.0
5583.json,0,2321,0,0.31,7483.59,0.0
5586.json,0,1252,0,0.24,5318.08,0.0
5587.json,0,873,0,0.26,3406.1,0.0
5589.json,0,1938,0,0.28,6835.62,0.0
5594.json,0,3973,0,0.34,11663.16,0.0
5595.json,0,1815,0,0.7,2603.37,0.0
5597.json,0,1298,0,0.28,4707.11,0.0
5600.json,0,2248,0,0.3,7608.66,0.0
5602.json,0,984,0,0.27,3659.62,0.0
5604.json,0,1194,0,0.27,4461.86,0.0
5606.json,0,1303,0,0.29,4516.83,0.0
5611.json,0,2423,0,0.31,7786.1,0.0
5614.json,0,2278,0,0.3,7720.12,0.0
5616.json,0,1554,0,0.28,5609.29,0.0
5617.json,0,1402,0,0.27,5258.36,0.0
5618.json,0,1119,0,0.25,4410.7,0.0
5619.json,0,920,0,0.26,3502.1,0.0
5621.json,0,1332,0,0.26,5127.85,0.0
5622.json,0,2322,0,0.3,7861.71,0.0
5626.json,0,1581,0,0.27,5950.57,0.0
5628.json,0,1534,0,0.28,5484.94,0.0
5629.json,0,1535,0,0.27,5699.37,0.0
5633.json,0,1871,0,0.3,6319.97,0.0
5636.json,0,1093,0,0.45,2426.86,0.0
5641.json,0,1444,0,0.29,5055.61,0.0
5644.json,0,1634,0,0.29,5544.89,0.0
5647.json,0,1603,0,0.28,5668.09,0.0
5648.json,0,1652,0,0.28,5985.41,0.0
5650.json,0,2260,0,0.29,7743.9,0.0
5654.json,0,3272,0,0.27,11958.55,0.0
5658.json,0,1993,0,0.29,6944.49,0.0
5661.json,0,1599,0,0.28,5768.77,0.0
5662.json,0,1960,0,0.28,6899.57,0.0
5667.json,0,1625,0,0.28,5740.05,0.0
5669.json,0,2962,0,0.31,9707.47,0.0
5676.json,0,2155,0,0.3,7247.96,0.0
5677.json,0,3261,0,0.31,10375.28,0.0
5680.json,0,1631,0,0.28,5918.23,0.0
5681.json,0,1538,0,0.29,5265.71,0.0
5682.json,0,2278,0,0.29,7788.1,0.0
5685.json,0,2424,0,0.29,8308.63,0.0
5686.json,0,2368,0,0.28,8336.67,0.0
5688.json,0,1771,0,0.27,6597.42,0.0
5691.json,0,1669,0,0.27,6152.11,0.0
5702.json,0,1548,0,0.27,5634.72,0.0
5703.json,0,1749,0,0.27,6371.75,0.0
5704.json,0,1536,0,0.28,5547.09,0.0
5706.json,0,2673,0,0.29,9252.58,0.0
5714.json,0,2514,0,0.32,7816.35,0.0
5715.json,0,1015,0,0.25,3999.03,0.0
5716.json,0,1758,0,0.26,6776.73,0.0
5718.json,0,974,0,0.28,3529.52,0.0
5723.json,0,1712,0,0.7,2430.65,0.0
5725.json,0,1679,0,0.51,3276.69,0.0
5726.json,0,1679,0,0.3,5670.18,0.0
5727.json,0,2476,0,0.29,8460.46,0.0
5728.json,0,3878,0,0.36,10755.13,0.0
5730.json,0,3940,0,0.32,12325.82,0.0
5731.json,0,1428,0,0.27,5346.87,0.0
5732.json,0,1440,0,0.26,5520.35,0.0
5734.json,0,1944,0,0.27,7074.68,0.0
5735.json,0,1071,0,0.31,3413.49,0.0
5736.json,0,2539,0,0.28,9008.09,0.0
5737.json,0,2535,0,0.32,7896.47,0.0
5742.json,0,1484,0,0.21,6958.82,0.0
5744.json,0,1399,0,0.44,3179.4,0.0
5746.json,0,1275,0,0.26,4930.51,0.0
5747.json,0,1808,0,0.62,2912.2,0.0
5749.json,0,2891,0,0.7,4135.34,0.0
5750.json,0,968,0,0.22,4451.5,0.0
5755.json,0,1387,0,0.29,4750.53,0.0
5757.json,0,1960,0,0.29,6785.72,0.0
5759.json,0,1813,0,0.32,5636.3,0.0
5761.json,0,1892,0,0.24,7892.95,0.0
5762.json,0,1882,0,0.29,6578.25,0.0
5764.json,0,2124,0,0.3,7170.34,0.0
5765.json,0,3306,0,0.35,9485.22,0.0
5766.json,0,3339,0,0.28,12024.84,0.0
5767.json,0,1778,0,0.29,6087.36,0.0
5768.json,0,1695,0,0.48,3502.64,0.0
5769.json,0,1668,0,0.27,6176.28,0.0
5770.json,0,2059,0,0.29,7072.49,0.0
5771.json,0,2614,0,0.26,10237.28,0.0
5772.json,0,2039,0,0.23,8815.84,0.0
5773.json,0,1942,0,0.26,7570.95,0.0
5774.json,0,2530,0,0.32,7956.16,0.0
5775.json,0,2040,0,0.29,7028.21,0.0
5776.json,0,1376,0,0.27,5147.45,0.0
5777.json,0,2921,0,0.31,9386.24,0.0
5779.json,0,1672,0,0.27,6174.17,0.0
5783.json,0,1432,0,0.28,5205.88,0.0
5784.json,0,1541,0,0.23,6800.9,0.0
5785.json,0,3562,0,0.29,12163.48,0.0
5786.json,0,1891,0,0.28,6840.29,0.0
5788.json,0,1440,0,0.27,5343.07,0.0
5789.json,0,1630,0,0.28,5915.92,0.0
5791.json,0,1672,0,0.28,5976.45,0.0
5792.json,0,2572,0,0.29,8878.98,0.0
5793.json,0,980,0,0.29,3382.24,0.0
5794.json,0,2472,0,0.29,8422.87,0.0
5795.json,0,2132,0,0.29,7411.63,0.0
5796.json,0,2477,0,0.32,7750.55,0.0
5797.json,0,2184,0,0.25,8888.8,0.0
5798.json,0,1654,0,0.69,2391.33,0.0
5800.json,0,1896,0,0.28,6809.17,0.0
5801.json,0,1517,0,0.37,4111.6,0.0
5803.json,0,2527,0,0.28,9188.67,0.0
5804.json,0,2378,0,0.31,7760.45,0.0
5805.json,0,2495,0,0.3,8450.84,0.0
5806.json,0,2459,0,0.31,7812.18,0.0
5808.json,0,2223,0,0.28,8080.8,0.0
5810.json,0,1811,0,0.28,6554.79,0.0
5813.json,0,1288,0,0.28,4575.85,0.0
5814.json,0,4813,0,0.41,11618.1,0.0
5815.json,0,1572,0,0.27,5847.28,0.0
5817.json,0,1672,0,0.28,5961.53,0.0
5820.json,0,885,0,0.26,3435.41,0.0
5821.json,0,2418,0,0.29,8451.11,0.0
5822.json,0,892,0,0.26,3407.5,0.0
5823.json,0,1636,0,0.28,5793.27,0.0
5826.json,0,926,0,0.28,3271.27,0.0
5829.json,0,1613,0,0.27,5959.88,0.0
5831.json,0,1921,0,0.27,7087.38,0.0
5836.json,0,1836,0,0.28,6474.16,0.0
5837.json,0,1842,0,0.29,6370.33,0.0
5838.json,0,859,0,0.46,1854.03,0.0
5839.json,0,1451,0,0.27,5439.29,0.0
5843.json,0,8242,0,0.93,8896.37,0.0
5845.json,0,1721,0,0.68,2518.71,0.0
5847.json,0,1777,0,0.3,5936.61,0.0
5848.json,0,1294,0,0.26,4981.31,0.0
5849.json,0,928,0,0.3,3072.4,0.0
5850.json,0,1412,0,0.28,5005.14,0.0
5851.json,0,3168,0,0.36,8813.82,0.0
5852.json,0,1830,0,0.28,6632.16,0.0
5853.json,0,2382,0,0.3,8027.17,0.0
5854.json,0,1545,0,0.27,5704.72,0.0
5859.json,0,1891,0,0.29,6620.36,0.0
5860.json,0,3090,0,0.3,10362.04,0.0
5864.json,0,881,0,0.26,3344.2,0.0
5865.json,0,1751,0,0.29,6131.06,0.0
5867.json,0,1731,0,0.24,7362.77,0.0
5869.json,0,1720,0,0.28,6206.91,0.0
5872.json,0,1723,0,0.27,6308.56,0.0
5873.json,0,1703,0,0.28,6031.16,0.0
5875.json,0,1668,0,0.65,2557.0,0.0
5876.json,0,1842,0,0.28,6668.69,0.0
5877.json,0,1491,0,0.26,5750.2,0.0
5880.json,0,930,0,0.26,3535.14,0.0
5881.json,0,925,0,0.26,3616.79,0.0
5882.json,0,2683,0,0.3,8898.65,0.0
5883.json,0,1641,0,0.27,5999.13,0.0
5888.json,0,1798,0,0.31,5743.66,0.0
5890.json,0,1820,0,0.28,6515.77,0.0
5891.json,0,1836,0,0.28,6653.73,0.0
5893.json,0,1629,0,0.27,6042.0,0.0
5894.json,0,1435,0,0.26,5446.03,0.0
5897.json,0,1754,0,0.28,6277.22,0.0
5898.json,0,1731,0,0.28,6272.43,0.0
5900.json,0,1915,0,0.28,6911.82,0.0
5901.json,0,1393,0,0.28,4950.82,0.0
5902.json,0,1052,0,0.27,3940.56,0.0
5904.json,0,1222,0,0.26,4639.62,0.0
5905.json,0,1249,0,0.27,4666.61,0.0
5907.json,0,1546,0,0.28,5562.0,0.0
5908.json,0,1671,0,0.28,5995.48,0.0
5914.json,0,1481,0,0.27,5509.46,0.0
5916.json,0,1640,0,0.28,5814.31,0.0
5919.json,0,2141,0,0.48,4460.27,0.0
5921.json,0,1873,0,0.28,6758.81,0.0
5922.json,0,1277,0,0.27,4787.43,0.0
5923.json,0,1338,0,0.27,4917.95,0.0
5924.json,0,1697,0,0.27,6233.37,0.0
5926.json,0,1533,0,0.27,5614.99,0.0
5927.json,0,3224,0,0.32,10022.93,0.0
5928.json,0,862,0,0.24,3600.14,0.0
5930.json,0,1415,0,0.44,3209.18,0.0
5931.json,0,2460,0,0.31,8013.76,0.0
5932.json,0,1648,0,0.71,2324.87,0.0
5934.json,0,1511,0,0.47,3227.83,0.0
5935.json,0,1549,0,0.28,5546.91,0.0
5936.json,0,1446,0,0.27,5391.09,0.0
5937.json,0,1545,0,0.27,5661.87,0.0
5939.json,0,2531,0,0.3,8396.48,0.0
5940.json,0,2270,0,0.29,7923.15,0.0
5943.json,0,2427,0,0.31,7841.37,0.0
5944.json,0,1301,0,0.26,4951.98,0.0
5945.json,0,2289,0,0.29,7827.22,0.0
5946.json,0,1444,0,0.26,5485.98,0.0
5947.json,0,869,0,0.32,2721.61,0.0
5948.json,0,2426,0,0.3,8192.44,0.0
5949.json,0,1864,0,0.3,6238.83,0.0
5950.json,0,1477,0,0.28,5268.46,0.0
5951.json,0,1761,0,0.29,6176.18,0.0
5957.json,0,1894,0,0.27,7017.29,0.0
5958.json,0,1837,0,0.28,6587.49,0.0
5959.json,0,1257,0,0.24,5311.19,0.0
5960.json,0,1965,0,0.31,6436.66,0.0
5961.json,0,1978,0,0.28,6967.5,0.0
5962.json,0,2329,0,0.28,8240.25,0.0
5964.json,0,884,0,0.21,4200.13,0.0
5965.json,0,1425,0,0.28,5176.79,0.0
5968.json,0,2173,0,0.25,8713.39,0.0
5970.json,0,2494,0,0.72,3441.84,0.0
5974.json,0,4119,0,0.32,12962.2,0.0
5975.json,0,2768,0,0.25,10989.0,0.0
5976.json,0,1628,0,0.67,2434.07,0.0
5978.json,0,1582,0,0.31,5104.7,0.0
5979.json,0,1571,0,0.27,5803.15,0.0
5980.json,0,7586,0,0.38,19949.33,0.0
5983.json,0,2339,0,0.3,7852.22,0.0
5985.json,0,1728,0,0.29,5873.45,0.0
5986.json,0,1725,0,0.39,4430.78,0.0
5989.json,0,1644,0,0.28,5818.27,0.0
5992.json,0,1772,0,0.29,6046.72,0.0
5994.json,0,1793,0,0.29,6193.8,0.0
5995.json,0,1977,0,0.3,6627.33,0.0
6000.json,0,1526,0,0.28,5415.8,0.0
6002.json,0,1358,0,0.27,4995.82,0.0
6004.json,0,1711,0,0.29,5852.06,0.0
6005.json,1,1650,788,53.98,45.16,53.98
6008.json,1,2303,732,49.28,61.59,49.28
6009.json,1,2142,743,46.64,61.86,46.64
6012.json,1,1307,643,62.73,31.09,62.73
6015.json,1,1309,805,63.61,33.23,63.61
6020.json,1,1329,565,46.39,40.83,46.39
6023.json,1,3364,747,46.81,87.82,46.81
6024.json,1,2225,788,46.13,65.31,46.13
6025.json,1,1589,695,47.41,48.18,47.41
6028.json,1,1942,669,46.34,56.34,46.34
6030.json,1,2194,790,46.38,64.34,46.38
6033.json,1,1929,722,35.75,74.15,35.75
6036.json,1,1865,811,39.14,68.36,39.14
6037.json,1,1745,606,36.83,63.84,36.83
6039.json,1,1570,825,52.38,45.72,52.38
6040.json,1,1502,602,54.55,38.57,54.55
6041.json,1,945,670,47.43,34.05,47.43
6043.json,1,2255,889,58.24,53.98,58.24
