اسم الملف,الأحاديث المعالجة,توكنز المدخلات,توكنز المخرجات,وقت المعالجة (ثانية),التوكنز في الثانية,متوسط الوقت لكل حديث (ثانية)
7468.json,0,1606,0,0.28,5674.53,0.0
7469.json,0,1859,0,0.3,6123.57,0.0
7470.json,0,1972,0,0.31,6315.41,0.0
7472.json,0,2448,0,0.31,7948.25,0.0
7473.json,1,1469,740,31.59,69.92,31.59
7474.json,0,1476,0,0.3,4930.69,0.0
7475.json,0,2257,0,0.31,7307.53,0.0
7476.json,0,1971,0,0.32,6213.19,0.0
7477.json,0,1396,0,0.3,4640.02,0.0
7478.json,0,1566,0,0.34,4640.3,0.0
7481.json,0,2749,0,0.34,7978.29,0.0
7482.json,0,1437,0,0.31,4660.83,0.0
7483.json,0,2377,0,0.31,7638.05,0.0
7484.json,1,1605,801,29.84,80.63,29.84
7485.json,0,1518,0,0.28,5401.56,0.0
7486.json,0,1669,0,0.29,5740.12,0.0
7487.json,0,2643,0,0.31,8427.34,0.0
7488.json,0,2174,0,0.3,7241.43,0.0
7489.json,0,2521,0,0.31,8122.94,0.0
7490.json,0,1722,0,0.33,5218.24,0.0
7491.json,0,1517,0,0.28,5335.84,0.0
7492.json,0,3292,0,0.32,10130.23,0.0
7494.json,0,1896,0,0.3,6368.75,0.0
7495.json,0,1920,0,0.31,6294.26,0.0
7497.json,0,2192,0,0.31,7152.91,0.0
7498.json,0,1707,0,0.31,5559.96,0.0
7499.json,0,3143,0,0.31,10063.89,0.0
7500.json,0,10566,0,0.93,11373.59,0.0
7501.json,0,1849,0,0.27,6931.05,0.0
7503.json,0,1959,0,0.29,6799.88,0.0
7504.json,0,1630,0,0.29,5694.63,0.0
7505.json,0,2140,0,0.29,7329.08,0.0
7506.json,0,2533,0,0.31,8218.18,0.0
7507.json,1,2251,585,35.16,80.66,35.16
7509.json,0,1579,0,0.28,5627.3,0.0
7510.json,0,7255,0,0.84,8677.03,0.0
7511.json,0,978,0,0.93,1048.02,0.0
7512.json,0,3410,0,0.3,11194.97,0.0
7513.json,0,2105,0,0.29,7377.72,0.0
7514.json,0,1896,0,0.31,6118.11,0.0
7515.json,0,2027,0,0.49,4159.88,0.0
7516.json,0,5814,0,0.45,13024.54,0.0
7517.json,0,9451,0,0.48,19563.82,0.0
7518.json,0,1735,0,0.29,5978.73,0.0
7519.json,0,2116,0,0.31,6864.91,0.0
7521.json,0,2017,0,0.28,7170.53,0.0
7522.json,0,1693,0,0.28,5971.3,0.0
7523.json,0,1888,0,0.31,6033.06,0.0
7524.json,0,2142,0,0.28,7709.33,0.0
7525.json,0,1731,0,0.51,3386.92,0.0
7527.json,0,1524,0,0.27,5596.85,0.0
7528.json,0,1627,0,0.69,2348.71,0.0
7529.json,0,1566,0,0.27,5697.43,0.0
7530.json,0,1049,0,0.27,3894.47,0.0
7531.json,0,2722,0,0.3,9159.08,0.0
7533.json,0,2030,0,0.31,6465.8,0.0
7534.json,0,2448,0,0.29,8332.38,0.0
7535.json,0,2039,0,0.31,6660.86,0.0
7536.json,0,2237,0,0.29,7732.06,0.0
7537.json,0,2183,0,0.49,4498.81,0.0
7538.json,0,3252,0,0.32,10088.6,0.0
7539.json,1,2412,754,31.36,100.95,31.36
7540.json,0,1872,0,1.22,1537.04,0.0
7541.json,0,7661,0,0.5,15360.72,0.0
7542.json,0,1893,0,0.29,6587.88,0.0
7544.json,0,1413,0,0.29,4919.35,0.0
7545.json,0,10515,0,0.59,17887.58,0.0
7546.json,0,1511,0,0.67,2260.95,0.0
7547.json,0,1558,0,0.29,5413.2,0.0
7548.json,0,1230,0,0.3,4109.77,0.0
7549.json,0,995,0,0.27,3724.65,0.0
7550.json,0,2965,0,0.34,8602.6,0.0
7551.json,0,2115,0,0.31,6908.41,0.0
7552.json,0,2129,0,0.31,6791.92,0.0
7553.json,0,2416,0,0.32,7639.92,0.0
7554.json,0,2417,0,0.31,7844.16,0.0
7555.json,0,3316,0,0.33,10094.2,0.0
7556.json,0,4245,0,0.38,11265.99,0.0
7557.json,0,1754,0,0.32,5487.6,0.0
7558.json,0,1754,0,0.28,6164.76,0.0
7559.json,0,2064,0,0.31,6570.06,0.0
7560.json,0,2360,0,0.31,7656.69,0.0
7561.json,0,1898,0,0.32,5930.02,0.0
7562.json,0,2107,0,0.31,6704.21,0.0
7563.json,0,1459,0,0.46,3188.64,0.0
